,Unnamed: 0,Date,Title,Description,score1
1847,1847,"June 27, 2019, Thursday",Finance ministry asks EPFO to reduce annual fund payout of 8.65%: Report,There are concerns that the high return would hurt the economy by reducing banks' ability to lend at attractive rates,neutral,0
1848,1848,"June 27, 2019, Thursday","HDFC picks Morgan Stanley, BofAML for HDB Financial Services IPO","HDFC Bank may hire more firms for the sale later, the people said",neutral,0
1849,1849,"June 25, 2019, Tuesday","Gross NPAs of banks may come down to 8% by March 2020, says Report",Report said public sector banks should see their gross NPAs climb down over 400 bps to close to 10.6 per cent by March 2020,neutral,0
1850,1850,"June 25, 2019, Tuesday","Corp Bank to lend Rs 1,000 cr for 340 km stretch of Purvanchal Expressway","Yogi govt has firmed up bank and institutional loans worth Rs 8,800 cr for the Rs 23,000 cr project",neutral,0
1851,1851,"June 25, 2019, Tuesday",Search for new RBI Dy Guv to begin: These are some of the names doing round,The successful candidate would be the only deputy governor out of four at the Reserve Bank of India who will sit on the ...,neutral,0
1852,1852,"June 24, 2019, Monday","Congress blames govt for Acharya's RBI exit, terms it economic manhandling",Acharya is the third top official to quit RBI before completing their term. The first was former RBI Governor Raghuram Rajan and ...,negative,2
1853,1853,"June 24, 2019, Monday",Viral Acharya unable to continue as deputy governor beyond July 23: RBI,"Acharya, a New York University economics professor who once called himself the 'poor man's Raghuram Rajan', was appointed as RBI ...",negative,2
1854,1854,"June 24, 2019, Monday",Why regulation isn't enough to curb bad behaviour of credit rating agencies,Rating agencies are meant to give comfort about an issuer's ability to repay debt,neutral,0
1855,1855,"June 24, 2019, Monday",Viral Acharya resigns: A strong believer in RBI's independence and autonomy,"Acharya, who will return to the New York University's Stern Business School in august instead of in 2020, felt the RBI has made ...",positive,1
1856,1856,"June 24, 2019, Monday",RBI Deputy Governor Viral Acharya quits six months before his term ends,Deputy Governor N Vishwanathan likely to stay back for another term,neutral,0
1857,1857,"June 24, 2019, Monday",Paytm poised to start its P2P lending business with Clix Capital,"According to sources, Paytm has registered with the Reserve Bank of India to run a P2P lending platform",positive,1
1858,1858,"June 24, 2019, Monday",DHFL lenders to meet in early July to hammer out a rescue package,"Extension of loan tenure, fresh working capital, and induction of new management on agenda",neutral,0
1859,1859,"June 22, 2019, Saturday","SBI plans tapping Singapore SME businesses, to introduce YONO SBI app",The SBI has served the Singapore retail and corporate sectors as a qualified full bank since 2008,neutral,2
1860,1860,"June 21, 2019, Friday","Bank of Baroda expects uptick in education loans, targets 11% market share",BoB is targetting a post-consolidation market share in education loans of 11%,positive,1
1861,1861,"June 21, 2019, Friday",Indiabulls Housing-Lakshmi Vilas Bank merger gets CCI approval,IBHFL will hold around 90.5% of the post-merger enhanced equity capital of the merged entity,neutral,0
1862,1862,"June 20, 2019, Thursday","BOJ joins Fed in signalling easing, keeps monetary rate steady for now",The BOJ is in a bind,neutral,0
1863,1863,"June 20, 2019, Thursday","Bank credit, deposit growth lose momentum; non-food credit increases 11.9%",Non-food credit increased 11.9% in April from 10.7 percent in April 2018,negative,1
1864,1864,"June 19, 2019, Wednesday",Jalan panel report on RBI's capital size to be finalised by June-end: Das,"The ECF panel constituted by the RBI was mandated to submit its report within 90 days of its first meeting, which took place on ...",neutral,0
1865,1865,"June 19, 2019, Wednesday","NBFCs face $15.8 bn of maturing debt amid cash crunch, credibility crisis","Refinancing the obligations poses a challenge as investor concerns flare amid mounting problems such as auditors quitting, ...",neutral,1
1866,1866,"June 18, 2019, Tuesday",On-tap licences for small finance banks to see many applicants this year,The on-tap licensing of SFBs comes even as the banking regulator has not officially said it has closed the tap for universal ...,neutral,0
1867,1867,"June 18, 2019, Tuesday","Reserve Bank to infuse Rs 12,500 cr in economy through govt bond purchases",The Central bank would purchase five government bonds under open market operations (OMOs) on June 20,neutral,0
1868,1868,"June 18, 2019, Tuesday",India Ratings downgrades Punjab National Bank's Rs 67.5-bn AT1 bonds,The rating agency has affirmed the bank's overall long-term issuer rating at AA+ and the short-term issuer rating at A1+,neutral,0
1869,1869,"June 18, 2019, Tuesday",Banks to intensify drive to publish names of corporate willful defaulters,"Recently, Kolkata-based public sector lender UCO Bank published the name of Yashovardhan Birla along with his photograph, in ...",neutral,1
1870,1870,"June 17, 2019, Monday",From ICICI to Axis: Private banks cut deposit interest rates by up to 0.25%,ICICI Bank is understood to have cut its fixed deposit rates by 0.10-0.25 per cent starting from Monday,neutral,0
1871,1871,"June 17, 2019, Monday",Communication RBI's key tool in managing fiscal stability: Shaktikanta Das,Governor Das' stress on communication comes at a time when the RBI prepares to revamp its liquidity management framework,neutral,0
1872,1872,"June 15, 2019, Saturday","Job losses mount in NBFC sector, a major recruiter, as lending plummets",Sector has accounted for a major share of hiring  in recent times,negative,0
1873,1873,"June 15, 2019, Saturday","Rabi Mishra named RBI executive director, to supervise new regulatory cadre",Mishra was principal chief general manager of the bank's risk management department,neutral,0
1874,1874,"June 14, 2019, Friday","NBFCs ask Sitharaman for liquidity window, tax sops in Union Budget",NBFCs sought exemption from having to deduct tax at source for interest payments,neutral,0
1875,1875,"June 13, 2019, Thursday",Former CEO Rana Kapoor says not trying for seat on YES Bank board,"Kapoor's term was curtailed by RBI due to a slew of concerns, including poor governance and loan practices",neutral,0
1876,1876,"June 12, 2019, Wednesday",Funding for NBFCs should accompany RBI's liquidity management rules: FIDC,RBI intends to prescribe stringent rules for liquidity risk management as many NBFCs were hit by a severe asset liability,neutral,0
1877,1877,"June 12, 2019, Wednesday","Financial services to add 47,800 new jobs in first half of FY20: Survey",An important factor that has helped this sector grow is the penetration into the rural markets,neutral,0
1878,1878,"June 12, 2019, Wednesday","Rs 2-trillion bank frauds in 11 years: ICICI Bank, SBI report maximum cases","In that period, Indian Overseas Bank reported 1,115 frauds involving Rs 12,644.7 crore, while Oriental Bank of Commerce 1040 ...",neutral,0
1879,1879,"June 12, 2019, Wednesday",IDBI Bank reduces MCLR by 5-10 bps to 8.95% across various tenors,"he one-year MCLR is the benchmark against which most customer loans such as auto, personal and home loans are priced",neutral,0
1880,1880,"June 12, 2019, Wednesday",Why the buoyancy in g-Sec markets augurs well for public sector banks,"With lower g-sec bond yields, banks may see Rs 10,500 crore MtM profits",positive,0
1881,1881,"June 11, 2019, Tuesday",HDFC Bank to begin global search for MD Aditya Puri's successor,Aditya Puri's salary was 248 times higher than the average employee salary in FY19,neutral,0
1882,1882,"June 11, 2019, Tuesday",Appoint full-time CEO at J&K Bank on priority to curb slippages: Analysts,They say the move would boost market confidence and help the bank raise tier-I capital,neutral,0
1883,1883,"June 11, 2019, Tuesday","Excess RBI capital must be used to recapitalise PSBs, says BofA-ML report","The RBI can ""monetise networth as the creator of money"" and will not have to resort to selling of G-secs or forex reserves",neutral,0
1884,1884,"June 11, 2019, Tuesday",Crisis-hit DHFL makes Rs 962 cr payment towards non-convertible debentures,This payment of Rs 962 crore is inclusive of the Rs 500 crore DHFL received from exiting its entire stake in subsidiary firm ...,neutral,0
1885,1885,"June 11, 2019, Tuesday",Moody's to review YES Bank for downgrade over exposure to weaker NBFCs,"As of March 2019, Yes Bank's exposure to Indian housing finance companies and NBFCs was 6.4% of its total exposure",neutral,2
1886,1886,"June 11, 2019, Tuesday","J&K bank case: I-T dept initiates probe into irregularities, conducts raids","Within days of anti-corruption bureau action against J&K Bank, the Income-Tax Department Tuesday initiated probe into the alleged ...",neutral,0
1887,1887,"June 10, 2019, Monday",NHB notification asks housing finance companies to increase liquid assets,HFCs have to in keep 13 per cent as liquid assets--instead of 12.5 per cent earlier--with the remaining share of public deposits ...,neutral,0
1888,1888,"June 10, 2019, Monday","No minimum balance, more than 4 withdrawals allowed for no-frill accounts",Banks will also have to provide cheque books and cannot ask them to maintain a minimum balance in lieu of facilities.,neutral,0
1889,1889,"June 10, 2019, Monday",Govt moves NCLT for 5-year ban on IL&FS Financial Services auditors,"The SFIO, in its complaint, has alleged that the auditors were aware that IFIN was lending to defaulting borrowers through group ...",neutral,0
1890,1890,"June 10, 2019, Monday",Micro housing finance companies choke on acute fund crunch post DHFL crisis,"In the last few months, many micro housing companies had already shrunk their lending operations by 40-45% in the absence of ...",neutral,1
1891,1891,"June 10, 2019, Monday","RBI's new norms to deal with stressed assets credit positive, says Moody's","The RBI's revised framework brings back the focus on the need for the timely resolution of such assets, says Moody's",positive,0
1892,1892,"June 09, 2019, Sunday","DHFL aims to clear all dues by the end of 'cure period', rescale business","According to a company source, the group will repay the dues by Thursday, even as its Managing Director and Chief Executive ...",neutral,1
1893,1893,"June 09, 2019, Sunday","Threads in Swiss dirty money probe: Tinder date, South Asian terror suspect","Switzerland informs India and other countries about suspected illicit wealth parked in its banks, seeking to shed the perception ...",neutral,2
1894,1894,"June 08, 2019, Saturday",RBI to beef up supervision of NBFCs to maintain financial stability: Das,Financial sector governance reforms top RBI agenda,neutral,0
1895,1895,"June 08, 2019, Saturday",NBFC cash crunch worsens; bond issuances at 7-month low of Rs 880 cr in May,RBI is unlikely to repeat a dollar swap but executives in NBFCs are expecting some kind of help from the central bank,negative,2
1896,1896,"June 08, 2019, Saturday","ICICI Bank-Videocon case: ED widens probe, summons Chanda Kochhar next week","Chanda Kochhar's brother-in-law, Rajiv Kochhar, has also been grilled by the ED multiple times in the case",neutral,0
1897,1897,"June 08, 2019, Saturday","New stressed asset norms will aid resolution prospects, say bankers",RBI has relaxed the threshold condition for upgrading an account under a resolution plan,positive,1
1898,1898,"June 08, 2019, Saturday","IndAS norms on early loss recognition back into play, but in different form",The central bank has also said any action by lenders with an intent to conceal the actual status of accounts or evergreen ...,neutral,2
1899,1899,"June 08, 2019, Saturday","Stressed power assets escape insolvency noose, but uncertainty remains","There are about 10 plants totalling 10 Gw, which are incomplete and are highly unlikely to find a buyer",positive,0
1900,1900,"June 08, 2019, Saturday","For India Inc, 30-day grace after loan default comes as a major relief","On February 12, 2018, the RBI had issued a circular under which banks were asked to initiate resolution or restructuring of loans ...",neutral,1
1901,1901,"June 07, 2019, Friday",RBI's revised NPA norms give banks 30 days from default for resolution plan,Plan has to be implemented within 180 days after that,neutral,0
1902,1902,"June 07, 2019, Friday","RBI rate cut not likely to boost corporate lending, private sector's capex","Historically, there has been no correlation between growth in bank credit to industry and lower benchmark interest rate",negative,1
1903,1903,"June 07, 2019, Friday","SBI to link home loans to repo rate from July, cuts interest rates on CC/OD","t was the third consecutive repo rate cut by RBI, with cumulative reduction of 75 basis points in 2019, so far",neutral,1
1904,1904,"June 07, 2019, Friday",Bank of Maharashtra cuts benchmark one-year MCLR by 0.10% to 8.60%,"The one-year MCLR is the benchmark against which most customer loans such as auto, personal and home loans are priced.",neutral,0
1905,1905,"June 07, 2019, Friday","RBI issues new guidelines on bad loans, replaces one-day default rule",Lenders will have to submit weekly report of instances of default by all borrowers with aggregate exposure of Rs 5 crore and,neutral,0
1906,1906,"June 07, 2019, Friday",Why Modi govt should plan mega-bailout of distressed financial industry now,"The latest casualty is Dewan Housing Finance Corp, which missed payments due June 4 and had its short-term credit rating cut to ...",neutral,0
1907,1907,"June 07, 2019, Friday","RBI ready to help troubled shadow banks, but stops short of specific steps",Shaktikanta Das told a press conference that the central bank is closely monitoring the NBFC sector,neutral,1
1908,1908,"June 07, 2019, Friday",SFIO probe report lists lapses in 13 loans given by IL&FS to ABG group,"Due process not followed, ABG group used the money to repay old credit",neutral,0
1909,1909,"June 07, 2019, Friday","Banks likely to cut lending, deposit rates by 20 bps in four months",State Bank of India's cash credit and overdraft rates will become cheaper by 25 bps from next month,neutral,0
1910,1910,"June 06, 2019, Thursday","Shares of HFCs and NBFCs tank, RBI says won't hesitate to take steps",Absence of concrete measures by the RBI to support the NBFC sector disappointed investors,neutral,0
1911,1911,"June 06, 2019, Thursday",RBI assures all help to troubled NBFCs; SBI monitoring exposure to sector,The country's largest lender SBI too said it has been closely monitoring its exposure to the NBFC sector for the past 10 months ...,neutral,1
1912,1912,"June 06, 2019, Thursday","Mutual fund industry in a tizzy over DHFL fallout, halts fresh inflows",AMCs announce 'side pocketing' for schemes with DHFL exposure,negative,0
1913,1913,"June 06, 2019, Thursday",Fear of contagion looms over financial sector after DHFL's payment default,Nomura analysts said the Reserve Bank of India and the government would need to segregate the potential solvency issue at DHFL ...,negative,1
1914,1914,"June 06, 2019, Thursday",DHFL's default can expose Rs 1-trn in borrowing to risk of default: CLSA,"CLSA feels asset sales will be key to prevent defaults by DHFL, as expected repayments over the next two months are higher at Rs ...",negative,2
1915,1915,"June 06, 2019, Thursday",Premium for third-party motor insurance to be raised from June 16,"Earlier, it had issued an exposure draft on May 20, proposing a hike in motor third party insurance premiums and had invited ...",neutral,0
1916,1916,"June 06, 2019, Thursday",DHFL crisis: How the housing finance giant's fortunes took a downward turn,"A strong brand in tier-II and lower cities, DHFL was an AAA-rated company till February 3, when it was downgraded to AA+ by CARE ...",negative,2
1917,1917,"June 06, 2019, Thursday",SFIO probe shows IFIN's exposure to AAA borrowers dropped to zero by 2017,"In its first charge sheet filed against the group, the SFIO found gross violations by the company while doing credit appraisal ...",neutral,0
1918,1918,"June 06, 2019, Thursday",DHFL assigned default rating; MFs with high exposure see 30-50% drop in NAV,"CRISIL and Icra assigned 'D' rating to DHFL's commercial papers, anticipating a default, while CARE Ratings marked D, or default, ...",negative,1
1919,1919,"June 05, 2019, Wednesday","Indian banks need to expand their global banking relationship, says report","While domestic banks account for a significant portion of such credit, its distribution is significantly skewed",neutral,0
1920,1920,"June 05, 2019, Wednesday",Game-changers? Small finance banks fail to make a dent in banking space,"The latest available RBI consolidated data tells us that in FY18, these banks reported positive earnings before provisions and ...",negative,1
1921,1921,"June 05, 2019, Wednesday","Allahabad Bank aims at turnaround, hopes to return in black in this quarter","Kolkata-based lender Allahabad Bank had posted a loss of Rs 8,334 crore last fiscal",neutral,1
1922,1922,"June 05, 2019, Wednesday",Fitch downgrades ICICI Bank rating from BBB- to BB+ amid banking distress,"The rating action comes amid the challenges the bank faces in its operating environment, Fitch Ratings said in a statement",negative,2
1923,1923,"June 04, 2019, Tuesday",Axis Trustee becomes first trustee to start operations in GIFT IFSC,Axis Trustee will provide facility agency services to IFSC banking units for their ECB transactions and trusteeship services to ...,neutral,0
1924,1924,"June 04, 2019, Tuesday","Microfinance sector wants banks, NBFCs to come under lending code","These companies are seeking a level-playing field where all lenders in the segment come under a common code, namely the Code for ...",neutral,0
1925,1925,"June 04, 2019, Tuesday","IFC sees green bond scope in India, says project identification only issue",The International Finance Corporation (IFC) sees immense opportunities to finance projects through green bonds in India ...,neutral,0
1926,1926,"June 04, 2019, Tuesday",RBI tweaks large exposure framework for banks; NBFCs to come under scrutiny,Central bank's move may make lending to NBFCs relatively streamlined,neutral,0
1927,1927,"June 03, 2019, Monday",RBI alters large exposures framework for banks to cut concentration of risk,The modified 'Large Exposures Framework' (LEF) provides exclusion of entities connected with the sovereign from definition of ...,neutral,0
1928,1928,"June 03, 2019, Monday","Debt funding in MFIs up 63% to Rs 35,759 cr in FY19, equity rises 42%","Liquidity improved, despite a challenging scenario, due to better portfolio quality. Barring few pockets where recovery was ...",positive,0
1929,1929,"June 03, 2019, Monday","Over 6,800 cases of bank fraud involving Rs 71,500 crore in 2018-19: RBI","A total of 5,916 such cases were reported by banks in 2017-18 involving Rs 41,167.03 crore",neutral,0
1930,1930,"June 02, 2019, Sunday",External commercial borrowings down by nearly 20% in April to $3.16 billion,"Of the total external commercial borrowings (ECBs) in April 2019, $2.66 billion was raised through the automatic route, $500 ...",negative,0
1931,1931,"June 02, 2019, Sunday",Is there a room for rate cut? RBI faces calls for liquidity boost,Slower economic growth putting pressure on RBI to ease policy,neutral,1
1932,1932,"June 01, 2019, Saturday","Financial Literacy Week will be observed during June 3-7, says RBI",RBI will undertake a centralised mass media campaign during the month of June on Doordarshan and All India Radio to disseminate ...,neutral,0
1933,1933,"June 01, 2019, Saturday",Retail loan growth slows down to 15.7% in April 2019 from 19% April 2018,"Credit card loans rose by 26.4% in April 2019, down from 35.2% in same month in 2018",negative,0
1934,1934,"May 31, 2019, Friday","Banking sector to struggle for two more years amid NPA woes, says Fitch","Fitch lowered the operating environment assessment to ""BB+"" from ""BBB"", based on the review of performance in past three years",negative,2
1935,1935,"May 31, 2019, Friday",Bond funds in India embrace duration as RBI rate cut bets intensify,"Rate cuts are very much likely, given there are emerging concerns on growth and projected inflation is fairly within the comfort ...",neutral,2
1936,1936,"May 31, 2019, Friday",Exim Bank to raise up to $3 billion through capital markets in FY20,"In 2018-19, Exim Bank raised foreign exchange aggregating Rs 8,530 crore through a variety of instruments",neutral,1
1937,1937,"May 31, 2019, Friday",Govt likely to adopt Bank of Baroda-like model of merger for PSBs,The central government has to consult the RBI before formulating a plan for PSB merger,neutral,0
1938,1938,"May 30, 2019, Thursday","IDBI Bank narrows Q4 loss to Rs 4,918 cr; may exit PCA regime by March 2020","The provisions for NPAs stood at Rs 7,233 crore in Q4FY19 as against Rs 10,773 crore for Q4FY18",neutral,0
1939,1939,"May 30, 2019, Thursday","SBI to ramp up small business lending as private banks, NBFCs grow cautious",Chairman Rajnish Kumar calls for government help for weak shadow banks,neutral,1
1940,1940,"May 30, 2019, Thursday",NHB directs bigger housing finance firms to appoint chief risk officer,"Recently, the liquidity-starved DHFL had said it won't allow premature withdrawals of its deposits",neutral,0
1941,1941,"May 29, 2019, Wednesday",How fintech firms are disrupting the corporate banking ecosystem,The new age companies use different tenets of digital technologies to keep them agile and keep the business model transparent to ...,negative,0
1942,1942,"May 29, 2019, Wednesday","Banks can use Aadhaar for KYC with customer's consent, says RBI",The RBI specifies Know Your Customer (KYC) norms to be followed by banks and other entities regulated by it for various customer ...,neutral,0
1943,1943,"May 29, 2019, Wednesday","PNB to mop up Rs 10,000 crore from non-core asset sale, rights issue","In 2018-19, PNB's recovery more than doubled to Rs 20,000 crore from Rs 9,666 crore in 2017-18",neutral,0
1944,1944,"May 29, 2019, Wednesday",Murugappa Group's NBFC Cholamandalam Investment raises $222 million,"This is the company's first US dollar-syndicated deal since January 2019, when the Reserve Bank of India permitted NBFCs to tap ...",neutral,0
1945,1945,"May 29, 2019, Wednesday",RBI turns down small finance banks' request to dilute listing norms,Regulator says any such move could be seen as easing licensing terms for these banks,negative,0
1946,1946,"May 28, 2019, Tuesday",RBI extends timing for fund transfer through RTGS till 6 pm from Jun 1: RBI,The minimum amount to be remitted through RTGS is Rs 2 lakh with no upper or maximum ceiling,neutral,0
1947,1947,"May 28, 2019, Tuesday",PNB posts net loss of Rs 4750 cr in Q4 on higher provisioning for bad loans,"The bank's gross non-performing assets (NPA) declined to 15.50% by March 2019, compared to 18.38% by end of December 2018",negative,2
1948,1948,"May 28, 2019, Tuesday",NBFCs may see profit margins squeezing from RBI draft liquidity norms,"Instead of providing a much-expected liquidity window to non-bank finance companies via the regular lenders, the central bank ...",neutral,2
1949,1949,"May 28, 2019, Tuesday","NBFCs show fresh interest in on-tap licences, initiate talks with RBI",Pressure on NBFC sector to have stable funding base a major reason,neutral,0
1950,1950,"May 28, 2019, Tuesday","Fixing NBFCs, cleaning up bank balance sheets among govt's 100-day plan","In the next 100 days, during which falls the Union Budget in July, the government will be busy with pending issues",neutral,0
1951,1951,"May 27, 2019, Monday","Curbing black money: Now, get ready to pay tax on cash transactions at bank",The matter is being discussed and it has been taken up in some of the pre-Budget consultation meetings,neutral,0
1952,1952,"May 27, 2019, Monday",RBI risk draft may hit NBFCs; FIDC asks to address liquidity problem first,Borrowing cost could increase lower investment spread,neutral,2
1953,1953,"May 26, 2019, Sunday",Modi govt's finance sector goals: Towards less cash and policy clarity,"Bullish about the success of its 'Digital India' initiative, the government has already charted its Vision 2022 master plan",neutral,0
1954,1954,"May 25, 2019, Saturday",State Bank of India to conduct a customer outreach programme next week,"Under this initiative, customers can interact with the staff to discuss concerns and share feedback",neutral,0
1955,1955,"May 25, 2019, Saturday","RBI to buy Rs 15,000 crore of bonds from secondary market on June 13",The decision was taken considering the evolving liquidity conditions,neutral,0
1956,1956,"May 24, 2019, Friday",RBI pushes crisis-hit NBFCs to maintain more high-quality liquid assets,All NBFCs must have contingency funding plans for responding to severe disruptions,positive,2
1957,1957,"May 24, 2019, Friday",Public sector banks recover Rs 1.2 trillion from stressed assets in FY19,"Public sector banks (PSBs) have recovered close to Rs 1.2 lakh crore from stressed assets during the financial ended March, ...",neutral,0
1958,1958,"May 24, 2019, Friday","Corporation Bank plans to raise Rs 4,000 crore capital in two years",The bank came out of the Reserve Bank of India's Prompt Corrective Action regime in the fourth quarter ended March 2019,neutral,0
1959,1959,"May 23, 2019, Thursday","Pvt banks back to drawing board, expand branch network to boost efficiency",HDFC Bank added more than four times the number of branches in FY19 compared to the previous year,positive,1
1960,1960,"May 23, 2019, Thursday",BoB narrows net loss to Rs 991 cr in Q4 on accelerated NPA provisioning,"The provisions for NPAs for the fourth quarter was at Rs 5,550 versus Rs 3,416 crore in the previous quarter",negative,0
1961,1961,"May 22, 2019, Wednesday",IL&FS crisis may lead to consolidation in NBFC sector: Fitch Ratings,The report comes against the backdrop of the Reserve Bank of India's decision to create a specialised cadre to supervise and ...,neutral,0
1962,1962,"May 22, 2019, Wednesday",RBI not in favour of providing special credit window to NBFC sector,"Ever since the IL&FS crisis erupted, banks have been averse to lending to the sector, which has put them in a tight spot",neutral,0
1963,1963,"May 22, 2019, Wednesday",More borrowers take the private placement route amid liquidity crunch,Three-month rolling average shows April fund-raising through the route is higher than last year,neutral,0
1964,1964,"May 22, 2019, Wednesday","Liquidity-starved DHFL stops fresh deposits, premature withdrawals","On Friday, the company's credit ranking was downgraded by Brickwork Ratings to 'BBB-Plus'",neutral,2
1965,1965,"May 21, 2019, Tuesday","PNB could take control of OBC, Andhra Bank, Allahabad Bank: Reports",The govt has been trying to merge smaller regional state-run banks with better managed larger government-owned lenders as one way ...,neutral,0
1966,1966,"May 21, 2019, Tuesday",Corporation Bank plans to trim slippages by 50% to Rs 4000 crore in FY20,"Says slippages will not be more than Rs 1,000 cr each quarter in FY20 against Rs 2,000 cr each quarter in FY19",neutral,0
1967,1967,"May 20, 2019, Monday","RBI readies credit line rules for NBFCs, may seek views after poll results","NBFCs will be able to borrow, based on their retail, agriculture, and other such assets",neutral,0
1968,1968,"May 19, 2019, Sunday","BoB looks to rationalise 800-900 branches, to boost operational efficiency","With the first ever three-way merger, BoB has now become the second-largest public sector lender after State Bank of India",positive,0
1969,1969,"May 17, 2019, Friday","Corporation Bank posts loss of Rs 6,581 crore for March quarter","The bank, however has reported reduction in non-performing assets (NPAs).",negative,0
1970,1970,"May 17, 2019, Friday",R Gandhi's appointment to YES Bank board may be precautionary: Macquarie,"Earlier this week, the Reserve Bank of India (RBI) appointed former Deputy Governor R Gandhi as an additional director to the ...",neutral,0
1971,1971,"May 17, 2019, Friday","City Union Bank Q4 profit rises 15% to Rs 175 crore, net NPA grows","Total income stood at Rs 1,131.44 crore in Q4, up 14.2% over the year-ago period",positive,0
1972,1972,"May 16, 2019, Thursday","Bank of India swings back into the black, posts Rs 251 cr profit in Q4","The bank managed to sell only Rs 1,700 crore of assets to asset reconstruction companies in FY19, about one-tenth of what it ...",neutral,1
1973,1973,"May 16, 2019, Thursday","CASHe to double lending to Rs 1000 cr this fiscal, to widen travel segment","CASHe's forte lies in providing short-term, unsecured personal loans",neutral,1
1974,1974,"May 16, 2019, Thursday",Bank of India posts Rs 252 crore profit in Q4; asset quality improves,This is the first quarterly earnings announcement by the bank after it came out of the Prompt Corrective Action framework in ...,positive,1
1975,1975,"May 16, 2019, Thursday",Funding crisis to worsen unless India pumps more cash into financial system,Muted government spending and high election-linked expenditure have created a cash deficit in India's banking system in the past ...,negative,0
1976,1976,"May 16, 2019, Thursday",YES Bank troubles run deeper than investors believe; cleanup will be tough,It is unlikely to find a long list of suitors and any arranged marriage will need to be solemnized by the RBI,negative,1
1977,1977,"May 16, 2019, Thursday","Union Bank plans to raise up to Rs 4,900 crore in equity in H2FY20",Shareholders' nod for raising equity capital will be sought at its annual general meeting on June 28,neutral,0
1978,1978,"May 15, 2019, Wednesday",Finding an ATM in India getting tougher despite dependence on cash,"The number of automated teller machines in the country shrank in the past two years despite an increase in transactions, Reserve ...",negative,0
1979,1979,"May 15, 2019, Wednesday",IL&FS crisis: Independent directors under corp affairs ministry scanner,"The role of auditors, credit rating agencies and some former officials entities are already being looked into by the ministry, ...",neutral,0
1980,1980,"May 15, 2019, Wednesday",Why finding an ATM in India is getting tougher even as people use them more,"India already has the fewest ATMs per 100,000 people among BRICS nations, according to the International Monetary Fund",negative,0
1981,1981,"May 14, 2019, Tuesday","Edelweiss' Q4 net dips 3% to Rs 232 cr, company to float $1-bn debt fund","Existing equity enough to support growth for 3-4 years, says company",negative,0
1982,1982,"May 14, 2019, Tuesday","UCO Bank posts Q4 net loss at Rs 1,552 cr; yearly loss at Rs 4,321 cr","Provisions for NPAs stood at Rs 2,602 crore, against Rs 3134 crore in the same period of FY18",neutral,2
1983,1983,"May 14, 2019, Tuesday",Indian Bank reports net loss of Rs 190 cr in Q4 due to IL&FS provisioning,"Indian Bank plans to recover Rs 3,000 crore in FY20, to rope in strategic partner for NBFC arm",negative,2
1984,1984,"May 14, 2019, Tuesday","Back in the black, United Bank of India aims PCA framework exit by Q2FY20","On Monday, the bank posted a net profit of Rs 95.18 crore for Q4 of FY19, against a net loss of Rs 261 crore in the same period ...",neutral,0
1985,1985,"May 14, 2019, Tuesday",Flood of money in short-term debt schemes new headache for NBFCs,Systemic risk for mutual funds as well in case there are large-scale redemptions,neutral,0
1986,1986,"May 13, 2019, Monday","United Bank of India, after successive loss, posts Rs 95 cr profit for Q4","The gross NPA of the bank as a percentage of total lending in the last quarter stood at 16.48 per cent in the last quarter, ...",neutral,1
1987,1987,"May 13, 2019, Monday","HDFC Q4 profit rises 27% to Rs 2,862 cr, asset quality improves marginally","The net interest income of the mortgage lender for the quarter stood at Rs 3,161 crore against Rs 2,650 crore in Q4FY18",positive,1
1988,1988,"May 13, 2019, Monday",CRISIL downgrades rating on DHFL commercial paper over liquidity concerns,Flags concern on dwindling liquidity; stock down 4.6%,negative,2
1989,1989,"May 13, 2019, Monday",Oriental Bank of Commerce posts Rs 201 cr profit in Q4; NPAs down at 13%,"Total income of the bank during the January-March quarter rose to Rs 5,711.92 crore from Rs 4,689.12 crore in the same quarter a ...",neutral,0
1990,1990,"May 13, 2019, Monday","Allahabad Bank cuts lending rate by 5 bps, housing loans to get cheaper",Most of the loans including housing loans are benchmarked against MCLR for one year,neutral,0
1991,1991,"May 13, 2019, Monday","HDFC Q4 profit jumps 27% to Rs 2,862 cr; interest income rises 19%",The board has proposed a final dividend of Rs 17.50 per share and the proposed final dividend is in addition to the interim ...,positive,1
1992,1992,"May 13, 2019, Monday","Chanda Kochhar, husband appear before ED in ICICI Bank loan fraud case",Former ICICI Bank CEO Chanda Kochhar Monday appeared before the ED in connection with an alleged bank loan fraud and money ...,neutral,0
1993,1993,"May 11, 2019, Saturday",SBI posts net profit of Rs 838 crore in Q4 on higher interest income,"Won't let go of quality corporate credit, says Rajnish Kumar",positive,1
1994,1994,"May 10, 2019, Friday",Canara Bank back in black in FY19 with Rs 347-crore net profit,"During Q4, the lender clawed back close to Rs 2,000 crore of tax expenses.",neutral,0
1995,1995,"May 10, 2019, Friday",Syndicate Bank reports Rs 128-crore net profit in March quarter,"The public sector lender posted a loss of Rs 2,195.12 crore during January-March quarter of 2017-18",neutral,0
1996,1996,"May 10, 2019, Friday","SBI cuts lending rates by 5 bps across all tenors, home loans to be cheaper","After the RBI's April Monetary Policy, the MCLR was reduced by 5 bps",neutral,0
1997,1997,"May 10, 2019, Friday",J&K Bank to consider raising Rs 1600 crore in a meeting next week,"The meeting is scheduled for May 15, 2019. It will consider raising capital for FY20.",neutral,0
