,Date,Title,score1
4128,"December 07, 2008, Sunday","Reliance Life new biz to cross $1 bn by March.RBI extends time for concessional interest rates.Banks to cut rates.RBI does its bit, over to govt.'Monetary transmission usually takes time'.RBI eases export credit norms.Measures fail to enthuse industry.Home loan firms hint at rate cut.Textiles, steel to get debt recast breather.Realtors may get access to fresh loans.Firms may not bite FCCB carrot.'Evidence of economic activity slowing down'",neutral
4129,"December 06, 2008, Saturday","RBI brings down key rates by 100bps.RBI allows cos to buy back FCCBs via Re resources.ICICI's home loans of Rs 20-lakh and below cheaper by 1.5%.Banks to cut interest rates in next few days.Subbarao expects banks to lower interest rates.HDFC Bank wins 'Best IT User Award'.Securitisation firms can take over management of borrower: RBI.HDFC to buy 10% in Indiabulls comex.Forex reserves up $1.88 bn, first rise in 9 weeks.ICICI Bank's new CEO to be decided in January.LIC raises outlay for cash-starved India Inc",positive
4130,"December 05, 2008, Friday","Forex reserves up $1.88 bn at $247.69 bn.BoR slashes FCNR, NRE deposit rates.HDFC Bank to buy 10% in MMTC-Indiabulls commex.SBI to consider rate cut after RBI's decision.Re appreciates by 11 paise against US $.Financial bid date for UP power plant extended again.Rs 1,500-cr WB aid sought for drinking water projects.NHB revises risk weight for home finance firms.HDFC Bank, HSBC reduce deposit rates.Deutsche Indian arm gets Rs 325 cr.Re rises, closes below 50 as banks sell dollars.Inflation tamed, focus now shifts to growth: Subbarao",neutral
4131,"December 04, 2008, Thursday","RBI to ensure non-stop credit flow.Credit Suisse to slash 5,300 jobs.Reliance Life to hire 2,500 managers, 90k advisers.Deutsche Bank raises Tier 1 capital in India by Rs 325 cr.Re gains 11 paise against $.Central banks' aid, dollar sales boost rupee.Funds, banks buy CPs.Irda seeks longer-term papers.Rating downgrades on the rise.Nabard sanctions Rs 186.31 crore for Punjab, Haryana.Crisis may strengthen Swiss franc.Sovereign bond may up forex reserve, but high deficit a risk.Securitised market safe and sound, says Crisil.Tepid response to NBFC papers.OSFC-SIDBI pact delayed",positive
4132,"December 03, 2008, Wednesday","PSU banks to recruit in a big way amid global layoffs.UBI in pact with NCMSL for collateral management services.IRDA to set guidelines for M&A by March 2009.Re opens 28 paise higher vs $.Rupee hits a new low of 50.61, recovers.RBI buys Rs 285-crore  oil bonds.CD issues at a low.Nabard fund aids artisans.Citi ends severance supplement for employees.PE players eye Punjab, HP.SBI to recruit 4,280  for associate banks.Vijaya seeks Rs 1,800-crore capital infusion from govt.IBA to work out plan for info sharing.AIG sells private bank to Abu Dhabi firm for $254 million.Banks' foreign branches need RBI nod for exotic products",neutral
4133,"December 02, 2008, Tuesday","AIG to sell its Swiss banking arm.Vijaya Bank seeks Rs 1,800 cr capital infusion.Australian central bank cuts key rate by 100 bps.HSBC, Credit Suisse to cut 1,150 jobs: report.Citi now cuts down severance package for staff.SBI to hire 4,280 employees for associate banks.Re falls by 25 paise to hit fresh low of 50.53/$.Debt stock at Rs36,219.5cr till September.Nabard sanctions Rs 257 crore for state.Corporate bond yields fall on fund buying.Iffco Tokio ventures into vintage cars, musical instruments insurance.Go by local rules to give loans for houses on farm land: RBI.Manufacturing output may drop in Nov: Survey.Home loan firms not to cut rates.Banks queue up for CDs.RBI eases lending norms for urban co-op banks.Further deposit rate cuts only after inflation falls, says IBA.OSCB fails to achieve crop loan target",neutral
4134,"December 01, 2008, Monday","SBI to expand presence in A&N Islands.Re falls 10 paise vs $ in opening trades.Rupee likely to rise on dollar-selling by banks.FDI cap increase may bring in Rs 7,000 cr to insurance sector.Retailers target banks over credit-card fee",neutral
4135,"November 30, 2008, Sunday",Banks to cut lending rates by up to 50 bps in Dec.Citi to sell NikkoCiti in Japan: reports.SIDBI's ARC arm to be operational by Mar end.Terror insurance premium to rise,neutral
4136,"November 29, 2008, Saturday",Terror attack impact: Bankers for beefing up security.Yes Bank Chairman Ashok Kapur killed.Insurance cos ready to clear claims.Credit cards of Indian banks recovered from terrorists.Forex reserves fall by $550 mn.Yes Bank Chairman Ashok Kapur killed.UK takes 58% RBS stake as investors shun deal,neutral
4137,"November 28, 2008, Friday","Mumbai Terror: Yes Bank non-exe chairman dead.Terror to impact capital flows in short term: Kamath.UK to hold majority stake in RBS.Re falls 22 paise vs $.RBI governor to meet bankers today.'European bankers face zero bonuses, limits on payments'.Pricing norms for FCCBs eased.Terrorism risk cover only a step away",neutral
4138,"November 27, 2008, Thursday","RBI may cut policy rates up to 50 bps.Mumbai Terror: No impact on banking system, say bankers.HDFC to reduce rates once cost of funds comes down.HDFC to reduce rates once cost of funds comes down: Parekh.Dollar sales push Re up.China cuts key lending rate.PNB lowers rates again, others may follow suit.SMEs may get help from banks.Banks, funds line up for CDs.Reserve Bank likely to lose financial independence.Insurance cover lapse rate set to decrease.Cut prices, IBA chief tells industry.Defaults in Asia-Pacific may climb to double digits in '09,  says S&P.Smart ATMs all set to woo clients.Forex trade drops as banks run tight positions.Indians lap up property abroad as rupee dips.Card companies cut clients' credit limit.Obama names Volcker to head panel on reviving economy",positive
4139,"November 26, 2008, Wednesday","Citi went wrong with US real estate: Pandit.US Treasury buys AIG's preferred stock for $40 bn.China's central bank cuts interest rates.Another US bailout, this time it's $800 bn.Subbarao speaks his mind on 'negative press'.Re rises, closes below 50 to a dollar.RBI says measures ad hoc, banks must plan for long term.Suvarna Sahakari  Bank may merge with IOB.IMF approves $7.6 bn fund for Pakistan.No need to sell more assets, says Citi CFO.SBI gearing up for public offer next year: Bhatt.Finance firms seek easier ECB rules.Banks want easier NPA norms, special window for SMEs",neutral
4140,"November 25, 2008, Tuesday","With $27 bn worth shares, US gets only 7.8% of Citi.S&P maintains credit watch on Citigroup.RBI likely to announce package for MSMEs.BoB, Maruti sign MoU for car finance.IDBI to hire over 650 people at managerial level.J&K Bank rules out rate cut for now.Re gains 37 paise against $ in early trade.Standard Chartered may lose right to issue Hong Kong bank notes.HSBC may consider buying Citi assets.Mobius leads return of fund managers to India.Axis Bank to venture into MF business.Troubled Citi finally gets govt bailout.Indiabulls seeks nod for new Esop.NYL to up stake in  arm.Swiss Life eyes JV.SBI signs pact with IAG for general insurance venture.Funds stay off CDs, CPs.SBI jumps on the wealth management bandwagon.Exporters to meet banks tomorrow.IDFC to double borrowings in second half to boost liquidity.Call rate firm at 7% even as banks rush for funds.Bankers bet big on FDs.World Bank to provide Rs140cr for CZM project.SBI hopes to raise Bengal SME loans",neutral
4141,"November 24, 2008, Monday","Citigroup gets guarantee on $306 bn assets.Pandit stays at Citi, at least for now.StanChart to raise 1.8 bn pound via rights issue.SBI, Insurance Australia form JV.Federal regulators finalising plan to bail out Citigroup.Ujjivan raises Rs 94 cr in 4th round funding.NHB raises refinance rates to 12%.Religare may rope in new partner for mutual fund.Govt banks mull variable pay for staff.BIFR to clear PPL package in December",neutral
4142,"November 23, 2008, Sunday","RBI to open Rs 20,000 cr refinance window for SMEs.Citigroup still has job vacancies!.Federal Bank to recruit 3,000 people by 2011.Pune coop bank in Rs 436-cr scam.Safe returns, but illiquid",neutral
4143,"November 22, 2008, Saturday","Federal Bank to recruit 3,000 people by 2011.Citi may replace Pandit: report.Citi India may slash over 1,000 jobs: Report.Citi board to mull alliances, asset sale.New agency likely to manage public debt.Govt seeks branch-level data to monitor credit flow.Indiabulls Financial wants to be a bank.RIL raises Rs 2,000 cr via Re bonds.Banks scale up investments in MF.Forex reserves dip by $5 bn",neutral
4144,"November 21, 2008, Friday","Citi India may lay off over 1,000 employees: WSJ.ICRA assigns highest credit ratings to ICICI's debt progs.IOB hikes NRE deposits, FCNR rates.Re down 30 paise vs $ in early trades.Bank of New York Mellon to cut 1,800 jobs.Robinson to be Citi CEO for South Asia.MFs skip CDs, CPs on limited inflow.Call rate softens to 6.3%.Government bond prices zoom.Narayanasami frontrunner to succeed Leeladhar.Re hits new closing low.Sebi says no unusual trades in ICICI counter.Uco, Central Bank seek additional capital from govt.RBI allows 49% single-entity FDI in credit info companies.Fitch lowers IndusInd, Uco Bank ratings.Ujjivan raises Rs 94 cr in 4th round funding.PNB to expand network.BIFR to clear PPL revival package in December",neutral
4145,"November 20, 2008, Thursday","Haryana Capfin gets NBFC license.Mark Robinson to head Citi's South Asia ops.Syndicate Bank hikes short term deposit rates.Rupee at a record low, down 38 paise against $.Benchmark rate under threat.John Paulson buys mortgage bonds as hedge fund losses rise.No significant job cuts: Nomura.Fitch affirms ICICI ratings, says market disruptions can hurt.Indiabulls shifts to survival mode.Rabobank  in tie-up with Rothschild for M&A.Central Bank of India to expand overseas, eyes  NRI deposits.NBFCs demand ECB relaxation.Govt securities prices up.MFs receiving inflows but still cautious.Bank borrowings from RBI zoom.MFs shun commercial papers.Re weakens further, nears 50.Global financial meltdown impacts Indian banking industry: PNB chief.Banks to set up Entrepreneurship Development Institutes",negative
4146,"November 19, 2008, Wednesday","Andhra Bank revises NRE term interest rate.RBI asks banks to seek refinance credit to fund small units.Canara Bank hikes FCNR, NRE rates.Fitch affirms ICICI ratings, says mkt disruption can hurt.'Heavy MF redemption to fuel investment in insurance'.Indian Bank revises rates on FCNR, NRE deposits.Liquidity improves, inflows increase this month: AMFI chief.Re steady against $ in late morning trades.Steep rate cuts likely next week.'Job-cut impact on India to be minimal'.Iffco-Tokio launches micro insurance product in Kerala.UK firm forms JV for container freight station.Pega to invest $200 mn.RBI may extend period for banks to classify aviation sector assets.Liquidity, asset quality major concerns",neutral
4147,"November 18, 2008, Tuesday","Max New York Life to hire 44,000 this fiscal.SIB hikes rates on NRE, FCNR deposits.ICICI Bank expects loan growth of 15% in 2008-09.Allahabad Bank raises FCNR, NRE rates, UCO to follow suit.RBI to take appropriate steps at right time.Syndicate Bank revises NRE, FCNR(B) rates.Aloula Geojit starts operations in Saudi Stock Exchange.HSBC to cut 500 jobs in Asia.Re falls by 37 paise, heads towards 50-mark.Money market spreads remain high.HFCs get more leeway in foreign currency loans.PNB launches mobile banking in Daringibadi.Moody's keeps close eye on Pak's debt rating.Kotak Mahindra eyes global alliance with financial firms.Banks hike NRI deposit rates by 75 basis points.Banks may not ease lending to real estate developers.Stanchart sees 2010 recovery.Deutsche wants rate cut",neutral
4148,"November 17, 2008, Monday","RBI committed to providing liquidity: Rakesh Mohan.SBI hikes rates on FCNR, NRE deposits.Citi expects more liquidity easing steps by RBI.ICICI Bank revises NRE, FCNR deposit rates.PNB hikes rates on NRE deposits.BHW Home Finance renamed.PNB launches mobile banking in Daringibadi.Oriental Bank to open 5 new branches in state",neutral
4149,"November 16, 2008, Sunday",SBI for further lowering of key rates to kick-start economy.MetLife India gets Rs 100 cr fresh capital.Kamath for further rate cuts in view of falling inflation.More steps to combat crisis.Card Cover.Jobs bloom at govt banks,neutral
4150,"November 15, 2008, Saturday","Asian banks' employees form union to protect jobs.All Bank to tap South, West.Dhanalakshmi Bank to raise staff strength by one-third.Union Bank to hire 5,000 people in FY09",positive
4151,"November 14, 2008, Friday","Citi to axe 10,000 jobs; to raise credit card rates.Union Bank starts mobile banking service.Central Bank of India raises Rs 300 cr from bonds.NBFC loans under banks' scanner.Safety helps profits, says expert.ICICI Pru shows the way, ups exit load on FMPs.Banks protest service levy on forex deals",positive
4152,"November 13, 2008, Thursday",StanChart set to acquire Cazenove Asia.Japan's Mizuho Financial to raise new funds.PSU banks may reduce rates for bulk deposits.LIC premium income falls 16%.BNP arm to invest Rs 400 cr in corporate vehicle management.Edelweiss lays off 30 people.ICICI to cut down timings of some branches to 9 hours.Rupee falls most in 12 yrs,neutral
4153,"November 12, 2008, Wednesday","RBI temporarily retains WMA limit at Rs 20,000 cr.UCO Bank cuts PLR by 75 bps.PSBs may stop offering high rates to bulk depositors.ING reports first ever quarterly loss.Religare signs service pact with Karur Vysya Bank.China's central bank sees 520 bn yuan in Q4 loans.Corporation Bank to cut deposit rates by 50 bps in Dec.NTPC closes Rs 500-cr bond issue on day one.Aviva Life premium income dips on partners' losses.PM's adviser favours cut in reverse repo rate.No CD, CP issues as funds stay off.Bond prices firm up, call rates ease.Core projects hit funding hurdle.India Inc's overseas loan mop-up declines 46%.Deutsche Bank arm buys 26% in Pegasus.Citigroup will halt foreclosures, rework mortgages.American Express wins Fed approval to become bank",neutral
4154,"November 11, 2008, Tuesday","Loan volumes in India down significantly in CY09: BankAm.American Express to be a full status bank.Singapore-based DBS Bank hikes deposit rates.Syndicate Bank to add 75 branches this year.Cashphor adopts camera phone based transaction technology.Re down 27 paise against $ in early trade.Disbursement dips by 50%.Rs 22,000 cr oil bonds for three companies.SKS Microfin gets Rs 366 cr in fourth round of funding.SBI Life eyes Rs 11,000-cr business in FY09.RBI considers G-sec purchase  from market.Liquidity issues addressed, says PM's adviser.Goldman sees high rise in NPAs.Fund houses lap up CDs.RBI may cut provisioning for NBFC loans.MCC wants relief for exporters.Bengal co-op bank waives penal interest.RBI eases commodity derivative deal norms.Credit card rates: SC admits appeal",neutral
4155,"November 10, 2008, Monday","Banco Santander to raise euro 7.19 bn via rights issue.'Mumbai tops list of cities offering financial services'.Sharp decline in NBFC business volumes: Crisil.Vijaya Bank cuts lending rates.Syndicate Bank cuts housing loan rates by 75 bps.HSBC Q3 profit up despite rising US bad debts.SKS Microfinance raises Rs 366 cr PE fund.SC admits appeal against NCC's order.ICICI Home Finance introduces special offer on fixed deposits.Andhra Bank reduces BPLR to 13.25%.Re firm in early trades.CCBs receive Rs 656 crore under DRS.Kerala gets Rs 89cr Nabard aid.Rolexes, Picassos hit pawnshops in Beverly Hills.PSU banks  tie up with K'taka govt to train rural youth.Loan defaults dog Bindra Sr.FIPB rejects Tata Investment plan for zero coupon bonds.State Bank of Hyderabad to expand.CanBank cuts rates on housing loans",neutral
4156,"November 09, 2008, Sunday","BoB likely to start life insurance biz early next fiscal.Canara Bank cuts home, auto loan rates.SBI, ICICI say no to RBI's dollars.RBI issues norms for pre-paid instruments.Suitors line up to buy IDBI home loan arm.Good news: Banks are willing to lend",positive
4157,"November 08, 2008, Saturday",Berkshire Hathaway Q3 net slips 77% $1.06 bn.RBI offers forex liquidity to Indian banks abroad.Core sector lending norms may be eased,neutral
4158,"November 07, 2008, Friday","RBI to provide forex swap facility to banks.BoI names N Narendra as executive director.Five Hong Kong banks reduce PLR.Central Bank cuts interest rates on floating housing loans.More defaults in personal loans likely: BoB.State Bank of Mysore slashes PLR.Corporation Bank gets new CMD.American Express to cut 7,000 jobs, credit limits.Barclays launches Hindi website, first by a foreign bank.DBS cuts 900 jobs, Q3 net dips 38%.24% rise in banks NPAs in Q2: Assocham.Re stable at 47.71/72 vs $ in morning trade.Report on swapping credit, default hides  truth on risk.Excess liquidity to create bad assets, warn bankers.Bond prices firm up, call  rates ease.'New-age banks match global peers'.Citi cuts loan rates, others to follow.MMCB seeks sale of property to repay depositors.Top bankers see higher NPAs.SBI cuts rates 75 bps.ICICI Lombard to expand 'Swayam Shakti Suraksha' insurance scheme in state.Peer-to-peer lending gains prominence.BoE slashes rate by 1.5%.ECB cuts interest rate by 50 bps to counter economic slump.World Bank relaxes water, sewerage charges in Punjab.U'khand opposes raising VAT limit.PSU banks turn cautious on foreign education loans",neutral
4159,"November 06, 2008, Thursday","NPAs could rise, credit growth around 29%: Bhatt.SBI cuts PLR by 75 bps.Central Bank reduces PLR by 75 bps.Bank of England cuts key rate.Pat for SIB in reducing NPA.SBT cuts PLR, deposit rates.Canara Bank lowers PLR by 75 bps.Dena Bank cuts PLR by 75 bps.OBC, Citi reduce lending rates.SREI holding on to lending rates.Bank of Baroda cuts PLR by 75 bps.Financial crisis likely to continue for more time: Nayar.Allahabad Bank reduces lending rate by 75 bps.Adequate liquidity needed to support growth: Kochhar.Andhra Bank slashes PLR 75 bps.Call money rates to remain low after RBI's measures: Finmin.Goldman begins to cut 10% of staff.Lehman CEO to leave by year-end.Vijaya Bank's FY09 net likely to remain flat.SBI looks at 40% growth in second-half  net profit.FM tells banks to accept all CDs.Bond prices decline.Nexus to invest in two Hyd firms.Lenders wary of loans to NBFCs.Re at 1-month high on Obama victory.Banks urged to look at SMEs.Banks go slow on ATM expansion.Private banks  to cut rates.India Inc banks on Obama's expenditure plans.'Debt markets are getting better'.Future Generali eyes 30% policies from malls.Four PSU banks cut PLR by 50-75 basis points",neutral
4160,"November 05, 2008, Wednesday","ICICI to watch liquidity before deciding on rate cuts.Corporation Bank lowers BPLR by 75 bps.United Bank cuts PLR by 50 bps.Syndicate Bank may raise up to Rs 500cr via bonds.Bank of India cuts PLR by 75 bps.BNP Paribas SA profit dips 56%.Dhanalakshmi Bank net up 18%.Pvt banks to reduce rates within fortnight.Fin Secy meets heads of foreign and Indian private banks.Rupee up 75 paise against $ in early trade.FIIs stay off corporate debt market since Oct.Few takers for RBI's special repo.Money-making will start now with touch of skepticism.MSS gilt buyback may see tepid response on low trading gains.Re rises again, ends below 48.Moody's downgrades ICICI Bank UK's deposits.RBS abandons profit forecast on higher writedowns, bad loans.State-owned banks agree to cut rates.'Our exposure to the market is minimal'",neutral
4161,"November 04, 2008, Tuesday","SBI to cut lending rate by 50 bps in two days.PSU banks to cut deposit and lending rates.Syndicate Bank lowers PLR by 75 bps.Moody's cuts ICICI UK's long-term debt, deposit ratings.UCO Bank to cut PLR by 50 bps by next week.Rupee down 22 paise against $ in early trade.Home finance cos may breathe easy.Union Bank, UBI cut PLR; ICICI may follow suit soon.Foreign funds sell FCCBs at hefty discounts.PNB, Mother Dairy tie up in UP.Global central banks take cues from US Federal's Bernanke.Mfg sector growth drops.Shriram Fin to go slow on loans.SBI Card to roll out financial package for defaulting clients.FM may tell banks to ensure fund flow.FM assures industry on rate cut.Lehman good-for-retirement notes worth pennies for UBS clients.LIC banks on traditional policies to regain market.Foreign fund flows lift rupee to 48.65/dollar.Banks surprise with 26% growth in Q2 net",neutral
4162,"November 03, 2008, Monday","ICICI to review interest rates in few days: Kamath.PNB cuts interest rates on FCNR deposits.SBI hopes to kick off JV with  French SocGen.UBI lowers lending rate by 25 bps.HSBC to expand Visa debit issuance in Asia-Pacific.Commerzbank seeks 23.2 bn euro bailout.Lakshmi Vilas Bank net up 29%.Union Bank cuts PLR by 5O bps.Rupee up 47 paise at 48.99 vs $ in early trade.IDBI Bank to sell home loan arm.SBI to decide rate cut later this week.Banks will meet liquidity needs of MFs, says IBA",neutral
4163,"November 02, 2008, Sunday","With Rs 630k-cr debt, MFs and NBFCs need bailout: Kamath.IDBI Bank to invite bids for potential buyers for IHFL.LIC to launch credit cards by year-end.FM to ask PSU banks to consider interest rates cut.ICICI withdraws Rs 24k cr high-cost deposits.NBFCs get liquidity breather.RBI pulls out more stops to enhance credit flow",neutral
4164,"November 01, 2008, Saturday","RBI cuts CRR by 100bps, repo rate by 50bps.Barclays seeks $11.8 billion from investors to bolster capital base.Bank of Japan cuts rate, lowers growth forecast.Kotak, Uco Bank, J&K Bank & ING Vysya Bank Q2 results.Syndicate Bank, R-Cap & Andhra Bank Q2 results.PNB cuts PLR by 50 bps.PNB Q2 net up 31% to Rs 707 cr.Govt to raise LIC's paid-up capital to Rs 100 cr.RBI allows NBFCs to raise $10 mn in foreign currency.FM to talk credit growth at bank meet.Cabinet okays Bill to raise FDI in insurance",positive
4165,"October 31, 2008, Friday","Cabinet approves capital restructuring UCO Bank.Rupee up 21 paise vs $ in early trade.Bulk Handling Corp eyes bank tie-ups.Karur Vysya Bank, SME Rating Agency tie up.Fannie mortgage portfolio grows 2.3%.Ghadai urges banks to be liberal",neutral
4166,"October 30, 2008, Thursday","SBI to expand network in UP.SBI set to expand in UP.State banks to get deposit largesse from govt firms.Corporate bond market dull as traders stay off.SBI deposits grow Rs 1k cr a day.Now, SBI plans to rope in headhunters.Fed cuts rate to 1 per cent to avert 'prolonged recession'.Central Bank Q2 net dips 23%.Norms for derivatives dues relaxed.Chidambaram to meet bank chiefs on Nov 4.RRBs seek treatment at par with other banks.NBFCs allowed to issue perpetual debt papers.Insurers fail to design policies for women.CRR, repo rate cut hopes buoy bonds.Rupee gives up early gains.Buyers in a fix as banks refuse to cut home loan rates.Call touches 14-day high as banks rush for funds.RBI, govt discuss liquidity tightness.FM meets experts to fine-tune stand at crisis summit",neutral
4167,"October 29, 2008, Wednesday","Liquidity okay, but rising call rates a concern.Bank of Japan considering further credit easing.Rupee up by 29 paise vs $ in early trade.Iceland central bank raises key interest rate to 18 per cent",positive
4168,"October 28, 2008, Tuesday","DGCX strengthens Indian rupee future contract.M&M Fin Q2 profit dips 9 per cent.Re recovers, closes at 49.87 as RBI steps in.RBI offers helping hand to exporters.JM Financial net falls 53% to Rs 21 cr.Call rates move towards double-digit levels.US new-home sales rise as prices drop.Bankers shy away from NBFCs, FMPs.FDI stake in credit info firms may be hiked to 49%.Status quo on interest rates: Bhatt.SBI Q2 net grows 10.5%.ICICI Bank net drops 27% on MTM loss, higher provisions.JPMorgan India invests $450 mn across sectors.Bond yields slide on rate cut hope",positive
4169,"October 27, 2008, Monday","ICICI Bank consolidated Q2 net down 27% to Rs 651.5cr.JM Financial says good time for asset reconstruction biz.RBI may cut repo, CRR further by over 100 bps: Citi.SBI Q2 net up 11.5% at Rs 2,458 cr.FIIs sell equities worth Rs 1,027 cr.JPMorgan India invests $450 mn across sectors.ICICI Bank's UK subsidiary posts $35 mn loss.Rupee falls to 50.05/$ in early trades.Indian Bank to launch gold bullion trading.Banks seek rate cuts to help infra",negative
4170,"October 26, 2008, Sunday","Bank inks JV with IFC, Macquarie  for PE fund.Don't expect rate cut, says SBI chief.Union Bank Q2 profit rises 31%.Icra bottom line rises 20%.Karnataka Bank profit increases 22%.Corporation Bank Q2 net up 18.6%.BoB net up 21%, takes Rs 176-cr MTM hit.No recession in India: Subbarao",positive
4171,"October 25, 2008, Saturday","US govt to buy stake in insurance companies.Corporation Bank Q2 net up 19% at Rs 192 cr.Union Bank of India net up 31% at Rs 361 cr.India not in recessionary mode: Subbarao.Another US Bank falls; Alpha, becomes 16th to collapse this year.UK economy contracts, pound weakest since '71.RBI lets Clearing Corporation to guarantee forward currency deals.Policy dampens bond market mood.Re at all-time low of 50/$.IDBI, BoM & STFC Q2 results",negative
4172,"October 24, 2008, Friday","India Inc wants more measures from RBI.RBI leaves rates untouched, lowers growth target to 7.5-8%.Lending, deposit rates not to fall: Bankers.AIG uses 75% of Fed bailout loan.ADB approves a loan of $ 800 mn to Himachal Pradesh.Necessary to be calm and confident to ride the current crisis: FM.Rupee breaches 50-mark vs $.Phoenix to invest Rs 500 cr.MP's agro industry projects still on paper.Rabo report on Milkfed next month.Chrysler to sack 25% of its staff.Credit insurance dries up for exporters.RBI may ease capital norms for foreign banks.Govt bond prices head north.Re inches towards 50/$.ICICI hikes home loan rates by 1%.HDFC Bank overtakes ICICI in m-cap race.Sale of SUUTI's 21.5% stake in Axis Bank put on hold.SBI Life launches health plan.Central bank survey predicts 7.7% growth.RBI may ease NBFC funding norms.PNB partners NGO for financial inclusion.City Union Bank Q2 net profit rises 42%.Edelweiss Capital PAT declines 22.6%.Dena Bank net profit increases 11.6%.Vijaya Bank Q2 net profit down 24 per cent.New ECB norms unlikely to aid firms, say experts.Global banks lend less to Indian peers, firms in Q2: BIS.Centre, state finances in the pink of health.Capital flows decline in volatile markets.RBI concerned over high commodity prices.Credit card dues, loans to NBFCs zoom",neutral
4173,"October 23, 2008, Thursday",Hong Kong central bank intervenes to protect currency peg.ICICI Bank hikes home loan rates by 1% for new borrowers.UTI MF launches UTI-Wealth Builder Fund-Series II.Vijaya Bank Q2 net profits dip by 24%.SBI Life launches health plan for State Bank Group customers.Vijaya Bank Q2 net dips 24% at Rs 80 cr.City Union Bank Q2 net up 40% at Rs 38 cr.Re hits all-time low of 49.68 against $.Bank credit flow increases 29%.EFG International eyes $3-billion assets in India.Govt may pump Rs 3k cr into banks.Banks gearing up to reduce rates.Gilts end off highs.HC raps ICICI for pesky calls.Cash-rich banks stay off repos.Asian currencies fall on share sales.ECB norms eased further.CDO cuts show $1 trillion corporate debt bets toxic.3 firms to advise CIL on DPSC.ICICI Bank to focus on agri sector.IDFC Q2 profit rises 14%.Bajaj Auto Finance Q2 net up 21% at Rs 4 cr.Bajaj Finserv posts net loss of Rs 11.87 cr.OBC net profit rises by 35%.Yes Bank net up 40.5%.Bank of India profit jumps 79 per cent,neutral
4174,"October 22, 2008, Wednesday","Jaswant Singh slams credit rating agencies.Fed rolls out new $540 bn aid to financial sector.Yes Bank net up 41% to Rs 63.6cr.Oriental Bank Q2 net up 35% at Rs 236.89 cr.UK insurance major looking to India for growth.Rupee falls by 25 paise against $ in early trade.Indiabulls Sec profit down 34% to Rs 37.60 crore.Reserve Bank stir hits Rs 4-lakh cr transactions.Global money markets ease on govts' rescue aid.RBI moves: Target shifts from inflation to growth.Shree Cement Q2 net Rs 107cr.Emami profit grows by 29.6 per cent.Low credit offtake in Punjab irks RBI.Experts call for fiscal direction.Norway fund to invest $2 bn in Indian stocks.Euro Libor declines to lowest since Lehman collapse.France plans to invest $14 bn in six banks.ECB, FDI norms may be eased.Fed sets up new programme to buy money-fund assets.How Goldman became a bank.Indiabulls Fin net dips 28%.ICICI Pru premium income up 56% in H1.IDBI plans Rs 2,000-cr bond mop-up.LIC Housing net profit rise 16%.LIC Housing to go slow on realty fund.Poor credit quality continues in H1: Crisil.Corporate default risk dogs banks",neutral
4175,"October 21, 2008, Tuesday","RBI employees strike affects banking operations.Synd Bank takes e-way for financial inclusion.Asia MotorWorks bets big on state.G-sec surges on repo rate cut.SBBJ net rises 36% to Rs 179.37 crore.RBI cancels Rs 10,000-cr bond auctions again.First half farm loan sanctions at Rs 95k cr.IL&FS Investment Q2 net double at Rs 14 cr.Canara Bank Q2 net up 32%.SBM posts marginal dip in Q2 profits.Credit crisis an opportunity, says PNB chairman.IndusInd gets  nod to raise more capital.Rajshree gets high court stay in derivatives case.Now, RBI cuts repo rate to ease liquidity.Bernanke backs another stimulus plan",positive
4176,"October 20, 2008, Monday","RBI has moved from inflation targeting to promoting growth: Economists.RBI cuts repo rate by 100 bps.RBI appoints Mohanty as head of policy, statistics dept.RBI keeps keen eye on banks' overseas deals.Domestic woes",neutral
4177,"October 19, 2008, Sunday",NBFCs' margin funding book halved.Loans lift Indian Bank net 14% to Rs 283 crore.US ramps up Lehman probe.Federal Bank Q2 net up 20%.BoR bottom line rises 43%.Allahabad Bank net dips 83% on high provision,positive
4178,"October 18, 2008, Saturday",RBI says impact on payment and settlement due to Tuesday strike.Indian Bank posts 14% rise in Q2 profit to Rs 283cr.Indian Bank Q2 net up 14% at Rs 283cr.Allahabad Bank's Q2 net down 83% on huge allocations.Federal Bank Q2 net up 20% at Rs 114cr.Forex reserves fall by $10 bn.RBI staff to strike on Oct 21.China to take steps to stabilise market.Single-family home starts in US fall to 26-year low.HDFC net profit up 32% excluding one-time gains,positive
4179,"October 17, 2008, Friday","HDFC net up 32.4% at Rs 534cr.Corporation Bank offers interest rate concession.Govt may raise bank exposure limits to equity.L&T to expand financial services business.State Bank of Hyderabad net up 30%.IndusInd Bank Q2 profit rises 51%.Banks hike interest rate on FCNR deposits.Higher fees, commission fuel HDFC Bank Q2 net 43%.Deposit rate cut before lending rate, says State Bank.Switzerland bails out UBS; Credit Suisse raises funds.Nabard draws Rs 10,200 crore from RBI's special facility.VC funds vote for clean tech.Rupee falls to 48.82 as banks rush for dollars.G-sec yield drops 20 basis points.Call rates dip to 6%, banks reduce repo borrowings.SBI cell set for November launch.Indian funds sell $1.6 bn of bonds",neutral
